(phone,memory,color,state,daytime,price)
('iPhone XR',128,'Coral','Muy bueno','2020/12/16 20:48:41',536),
('iPhone XR',128,'Coral','Impecable','2020/12/16 20:48:41',500),
('iPhone XR',128,'Azul','Stallone','2020/12/16 20:48:52',470),
('iPhone XR',128,'Azul','Correcto','2020/12/16 20:48:52',486),
('iPhone XR',128,'Azul','Buen estado','2020/12/16 20:48:52',491),
('iPhone XR',128,'Azul','Muy bueno','2020/12/16 20:48:52',529),
('iPhone XR',128,'Azul','Impecable','2020/12/16 20:48:52',500),
('iPhone XR',128,'Amarillo','Stallone','2020/12/16 20:49:04',544),
('iPhone XR',128,'Amarillo','Correcto','2020/12/16 20:49:04',486),
('iPhone XR',128,'Amarillo','Buen estado','2020/12/16 20:49:04',499),
('iPhone XR',128,'Amarillo','Muy bueno','2020/12/16 20:49:04',NULL),
('iPhone XR',128,'Amarillo','Impecable','2020/12/16 20:49:04',500),
('iPhone XR',128,'Blanco','Stallone','2020/12/16 20:49:15',474),
('iPhone XR',128,'Blanco','Correcto','2020/12/16 20:49:15',484),
('iPhone XR',128,'Blanco','Buen estado','2020/12/16 20:49:15',480),
('iPhone XR',128,'Blanco','Muy bueno','2020/12/16 20:49:15',525),
('iPhone XR',128,'Blanco','Impecable','2020/12/16 20:49:15',558),
('iPhone XR',256,'Negro','Stallone','2020/12/16 20:49:26',557),
('iPhone XR',256,'Negro','Correcto','2020/12/16 20:49:26',499),
('iPhone XR',256,'Negro','Buen estado','2020/12/16 20:49:26',NULL),
('iPhone XR',256,'Negro','Muy bueno','2020/12/16 20:49:26',749),
('iPhone XR',256,'Negro','Impecable','2020/12/16 20:49:26',615),
('iPhone XR',256,'Rojo','Stallone','2020/12/16 20:49:38',480),
('iPhone XR',256,'Rojo','Correcto','2020/12/16 20:49:38',499),
('iPhone XR',256,'Rojo','Buen estado','2020/12/16 20:49:38',504),
('iPhone XR',256,'Rojo','Muy bueno','2020/12/16 20:49:38',496),
('iPhone XR',256,'Rojo','Impecable','2020/12/16 20:49:38',NULL),
('iPhone XR',256,'Coral','Stallone','2020/12/16 20:49:49',480),
('iPhone XR',256,'Coral','Correcto','2020/12/16 20:49:49',499),
('iPhone XR',256,'Coral','Buen estado','2020/12/16 20:49:49',589),
('iPhone XR',256,'Coral','Muy bueno','2020/12/16 20:49:49',599),
('iPhone XR',256,'Coral','Impecable','2020/12/16 20:49:49',NULL),
('iPhone XR',256,'Azul','Stallone','2020/12/16 20:50:01',485),
('iPhone XR',256,'Azul','Correcto','2020/12/16 20:50:01',499),
('iPhone XR',256,'Azul','Buen estado','2020/12/16 20:50:01',569),
('iPhone XR',256,'Azul','Muy bueno','2020/12/16 20:50:01',525),
('iPhone XR',256,'Azul','Impecable','2020/12/16 20:50:01',545),
('iPhone XR',256,'Amarillo','Stallone','2020/12/16 20:50:12',NULL),
('iPhone XR',256,'Amarillo','Correcto','2020/12/16 20:50:12',484),
('iPhone XR',256,'Amarillo','Buen estado','2020/12/16 20:50:12',632),
('iPhone XR',256,'Amarillo','Muy bueno','2020/12/16 20:50:12',NULL),
('iPhone XR',256,'Amarillo','Impecable','2020/12/16 20:50:12',NULL),
('iPhone XR',256,'Blanco','Stallone','2020/12/16 20:50:23',480),
('iPhone XR',256,'Blanco','Correcto','2020/12/16 20:50:23',490),
('iPhone XR',256,'Blanco','Buen estado','2020/12/16 20:50:23',NULL),
('iPhone XR',256,'Blanco','Muy bueno','2020/12/16 20:50:23',696),
('iPhone XR',256,'Blanco','Impecable','2020/12/16 20:50:23',NULL),
('iPhone XS',64,'Gris','Stallone','2020/12/16 20:50:34',464),
('iPhone XS',64,'Gris','Correcto','2020/12/16 20:50:34',474),
('iPhone XS',64,'Gris','Buen estado','2020/12/16 20:50:34',461),
('iPhone XS',64,'Gris','Muy bueno','2020/12/16 20:50:34',496),
('iPhone XS',64,'Gris','Impecable','2020/12/16 20:50:34',545),
('iPhone XS',64,'Oro','Stallone','2020/12/16 20:50:45',480),
('iPhone XS',64,'Oro','Correcto','2020/12/16 20:50:45',479),
('iPhone XS',64,'Oro','Buen estado','2020/12/16 20:50:45',499),
('iPhone XS',64,'Oro','Muy bueno','2020/12/16 20:50:45',496),
('iPhone XS',64,'Oro','Impecable','2020/12/16 20:50:45',515),
('iPhone XS',64,'Plata','Stallone','2020/12/16 20:50:56',463),
('iPhone XS',64,'Plata','Correcto','2020/12/16 20:50:56',457),
('iPhone XS',64,'Plata','Buen estado','2020/12/16 20:50:56',487),
('iPhone XS',64,'Plata','Muy bueno','2020/12/16 20:50:56',518),
('iPhone XS',64,'Plata','Impecable','2020/12/16 20:50:56',580),
('iPhone XS',256,'Gris','Stallone','2020/12/16 20:51:07',562),
('iPhone XS',256,'Gris','Correcto','2020/12/16 20:51:07',526),
('iPhone XS',256,'Gris','Buen estado','2020/12/16 20:51:07',531),
('iPhone XS',256,'Gris','Muy bueno','2020/12/16 20:51:07',587),
('iPhone XS',256,'Gris','Impecable','2020/12/16 20:51:07',624),
('iPhone XS',256,'Oro','Stallone','2020/12/16 20:51:18',528),
('iPhone XS',256,'Oro','Correcto','2020/12/16 20:51:18',526),
('iPhone XS',256,'Oro','Buen estado','2020/12/16 20:51:18',531),
('iPhone XS',256,'Oro','Muy bueno','2020/12/16 20:51:18',587),
('iPhone XS',256,'Oro','Impecable','2020/12/16 20:51:18',589),
('iPhone XS',256,'Plata','Stallone','2020/12/16 20:51:29',530),
('iPhone XS',256,'Plata','Correcto','2020/12/16 20:51:29',526),
('iPhone XS',256,'Plata','Buen estado','2020/12/16 20:51:29',559),
('iPhone XS',256,'Plata','Muy bueno','2020/12/16 20:51:29',581),
('iPhone XS',256,'Plata','Impecable','2020/12/16 20:51:29',620),
('iPhone 11',64,'Negro','Stallone','2020/12/16 20:51:41',610),
('iPhone 11',64,'Negro','Correcto','2020/12/16 20:51:41',605),
('iPhone 11',64,'Negro','Buen estado','2020/12/16 20:51:41',609),
('iPhone 11',64,'Negro','Muy bueno','2020/12/16 20:51:41',616),
('iPhone 11',64,'Negro','Impecable','2020/12/16 20:51:41',649),
('iPhone 11',64,'Rojo','Stallone','2020/12/16 20:51:53',635),
('iPhone 11',64,'Rojo','Correcto','2020/12/16 20:51:53',570),
('iPhone 11',64,'Rojo','Buen estado','2020/12/16 20:51:53',579),
('iPhone 11',64,'Rojo','Muy bueno','2020/12/16 20:51:53',620),
('iPhone 11',64,'Rojo','Impecable','2020/12/16 20:51:53',651),
('iPhone 11',64,'Amarillo','Stallone','2020/12/16 20:52:04',650),
('iPhone 11',64,'Amarillo','Correcto','2020/12/16 20:52:04',650),
('iPhone 11',64,'Amarillo','Buen estado','2020/12/16 20:52:04',579),
('iPhone 11',64,'Amarillo','Muy bueno','2020/12/16 20:52:04',639),
('iPhone 11',64,'Amarillo','Impecable','2020/12/16 20:52:04',645),
('iPhone 11',64,'Verde','Stallone','2020/12/16 20:52:15',650),
('iPhone 11',64,'Verde','Correcto','2020/12/16 20:52:15',612),
('iPhone 11',64,'Verde','Buen estado','2020/12/16 20:52:15',645),
('iPhone 11',64,'Verde','Muy bueno','2020/12/16 20:52:15',649),
('iPhone 11',64,'Verde','Impecable','2020/12/16 20:52:15',687),
('iPhone 11',64,'Violeta','Stallone','2020/12/16 20:52:26',640),
('iPhone 11',64,'Violeta','Correcto','2020/12/16 20:52:26',649),
('iPhone 11',64,'Violeta','Buen estado','2020/12/16 20:52:26',579),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/16 20:52:26',643),
('iPhone 11',64,'Violeta','Impecable','2020/12/16 20:52:26',681),
('iPhone 11',64,'Blanco','Stallone','2020/12/16 20:52:37',649),
('iPhone 11',64,'Blanco','Correcto','2020/12/16 20:52:37',620),
('iPhone 11',64,'Blanco','Buen estado','2020/12/16 20:52:37',609),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/16 20:52:37',624),
('iPhone 11',64,'Blanco','Impecable','2020/12/16 20:52:37',641),
('iPhone 11',128,'Negro','Stallone','2020/12/16 20:52:49',659),
('iPhone 11',128,'Negro','Correcto','2020/12/16 20:52:49',659),
('iPhone 11',128,'Negro','Buen estado','2020/12/16 20:52:49',698),
('iPhone 11',128,'Negro','Muy bueno','2020/12/16 20:52:49',NULL),
('iPhone 11',128,'Negro','Impecable','2020/12/16 20:52:49',699),
('iPhone 11',128,'Rojo','Stallone','2020/12/16 20:53:00',659),
('iPhone 11',128,'Rojo','Correcto','2020/12/16 20:53:00',630),
('iPhone 11',128,'Rojo','Buen estado','2020/12/16 20:53:00',698),
('iPhone 11',128,'Rojo','Muy bueno','2020/12/16 20:53:00',659),
('iPhone 11',128,'Rojo','Impecable','2020/12/16 20:53:00',663),
('iPhone 11',128,'Amarillo','Stallone','2020/12/16 20:53:11',629),
('iPhone 11',128,'Amarillo','Correcto','2020/12/16 20:53:11',739),
('iPhone 11',128,'Amarillo','Buen estado','2020/12/16 20:53:11',699),
('iPhone 11',128,'Amarillo','Muy bueno','2020/12/16 20:53:11',699),
('iPhone 11',128,'Amarillo','Impecable','2020/12/16 20:53:11',NULL),
('iPhone 11',128,'Verde','Stallone','2020/12/16 20:53:23',NULL),
('iPhone 11',128,'Verde','Correcto','2020/12/16 20:53:23',649),
('iPhone 11',128,'Verde','Buen estado','2020/12/16 20:53:23',698),
('iPhone 11',128,'Verde','Muy bueno','2020/12/16 20:53:23',689),
('iPhone 11',128,'Verde','Impecable','2020/12/16 20:53:23',731),
('iPhone 11',64,'Violeta','Stallone','2020/12/16 20:53:33',640),
('iPhone 11',64,'Violeta','Correcto','2020/12/16 20:53:33',649),
('iPhone 11',64,'Violeta','Buen estado','2020/12/16 20:53:33',579),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/16 20:53:33',643),
('iPhone 11',64,'Violeta','Impecable','2020/12/16 20:53:33',681),
('iPhone 11',64,'Blanco','Stallone','2020/12/16 20:53:44',649),
('iPhone 11',64,'Blanco','Correcto','2020/12/16 20:53:44',620),
('iPhone 11',64,'Blanco','Buen estado','2020/12/16 20:53:44',609),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/16 20:53:44',669),
('iPhone 11',64,'Blanco','Impecable','2020/12/16 20:53:44',641),
('iPhone XR',64,'Negro','Stallone','2020/12/16 21:47:11',424),
('iPhone XR',64,'Negro','Correcto','2020/12/16 21:47:11',433),
('iPhone XR',64,'Negro','Buen estado','2020/12/16 21:47:11',453),
('iPhone XR',64,'Negro','Muy bueno','2020/12/16 21:47:11',465),
('iPhone XR',64,'Negro','Impecable','2020/12/16 21:47:11',520),
('iPhone XR',64,'Rojo','Stallone','2020/12/16 21:47:22',420),
('iPhone XR',64,'Rojo','Correcto','2020/12/16 21:47:22',429),
('iPhone XR',64,'Rojo','Buen estado','2020/12/16 21:47:22',454),
('iPhone XR',64,'Rojo','Muy bueno','2020/12/16 21:47:22',450),
('iPhone XR',64,'Rojo','Impecable','2020/12/16 21:47:22',497),
('iPhone XR',64,'Coral','Stallone','2020/12/16 21:47:33',431),
('iPhone XR',64,'Coral','Correcto','2020/12/16 21:47:33',429),
('iPhone XR',64,'Coral','Buen estado','2020/12/16 21:47:33',441),
('iPhone XR',64,'Coral','Muy bueno','2020/12/16 21:47:33',447),
('iPhone XR',64,'Coral','Impecable','2020/12/16 21:47:33',479),
('iPhone XR',64,'Azul','Stallone','2020/12/16 21:47:44',434),
('iPhone XR',64,'Azul','Correcto','2020/12/16 21:47:44',421),
('iPhone XR',64,'Azul','Buen estado','2020/12/16 21:47:44',449),
('iPhone XR',64,'Azul','Muy bueno','2020/12/16 21:47:44',439),
('iPhone XR',64,'Azul','Impecable','2020/12/16 21:47:44',470),
('iPhone XR',64,'Amarillo','Stallone','2020/12/16 21:47:56',464),
('iPhone XR',64,'Amarillo','Correcto','2020/12/16 21:47:56',509),
('iPhone XR',64,'Amarillo','Buen estado','2020/12/16 21:47:56',446),
('iPhone XR',64,'Amarillo','Muy bueno','2020/12/16 21:47:56',457),
('iPhone XR',64,'Amarillo','Impecable','2020/12/16 21:47:56',499),
('iPhone XR',64,'Blanco','Stallone','2020/12/16 21:48:09',439),
('iPhone XR',64,'Blanco','Correcto','2020/12/16 21:48:09',439),
('iPhone XR',64,'Blanco','Buen estado','2020/12/16 21:48:09',462),
('iPhone XR',64,'Blanco','Muy bueno','2020/12/16 21:48:09',472),
('iPhone XR',64,'Blanco','Impecable','2020/12/16 21:48:09',490),
('iPhone XR',128,'Negro','Stallone','2020/12/16 21:48:20',482),
('iPhone XR',128,'Negro','Correcto','2020/12/16 21:48:20',488),
('iPhone XR',128,'Negro','Buen estado','2020/12/16 21:48:20',507),
('iPhone XR',128,'Negro','Muy bueno','2020/12/16 21:48:20',499),
('iPhone XR',128,'Negro','Impecable','2020/12/16 21:48:20',567),
('iPhone XR',128,'Rojo','Stallone','2020/12/16 21:48:32',NULL),
('iPhone XR',128,'Rojo','Correcto','2020/12/16 21:48:32',486),
('iPhone XR',128,'Rojo','Buen estado','2020/12/16 21:48:32',464),
('iPhone XR',128,'Rojo','Muy bueno','2020/12/16 21:48:32',496),
('iPhone XR',128,'Rojo','Impecable','2020/12/16 21:48:32',500),
('iPhone XR',128,'Coral','Stallone','2020/12/16 21:48:43',469),
('iPhone XR',128,'Coral','Correcto','2020/12/16 21:48:43',488),
('iPhone XR',128,'Coral','Buen estado','2020/12/16 21:48:43',489),
('iPhone XR',128,'Coral','Muy bueno','2020/12/16 21:48:43',536),
('iPhone XR',128,'Coral','Impecable','2020/12/16 21:48:43',500),
('iPhone XR',128,'Azul','Stallone','2020/12/16 21:48:55',470),
('iPhone XR',128,'Azul','Correcto','2020/12/16 21:48:55',486),
('iPhone XR',128,'Azul','Buen estado','2020/12/16 21:48:55',491),
('iPhone XR',128,'Azul','Muy bueno','2020/12/16 21:48:55',529),
('iPhone XR',128,'Azul','Impecable','2020/12/16 21:48:55',500),
('iPhone XR',128,'Amarillo','Stallone','2020/12/16 21:49:07',544),
('iPhone XR',128,'Amarillo','Correcto','2020/12/16 21:49:07',486),
('iPhone XR',128,'Amarillo','Buen estado','2020/12/16 21:49:07',499),
('iPhone XR',128,'Amarillo','Muy bueno','2020/12/16 21:49:07',NULL),
('iPhone XR',128,'Amarillo','Impecable','2020/12/16 21:49:07',500),
('iPhone XR',128,'Blanco','Stallone','2020/12/16 21:49:18',474),
('iPhone XR',128,'Blanco','Correcto','2020/12/16 21:49:18',466),
('iPhone XR',128,'Blanco','Buen estado','2020/12/16 21:49:18',480),
('iPhone XR',128,'Blanco','Muy bueno','2020/12/16 21:49:18',525),
('iPhone XR',128,'Blanco','Impecable','2020/12/16 21:49:18',558),
('iPhone XR',256,'Negro','Stallone','2020/12/16 21:49:29',557),
('iPhone XR',256,'Negro','Correcto','2020/12/16 21:49:29',669),
('iPhone XR',256,'Negro','Buen estado','2020/12/16 21:49:29',NULL),
('iPhone XR',256,'Negro','Muy bueno','2020/12/16 21:49:29',749),
('iPhone XR',256,'Negro','Impecable','2020/12/16 21:49:29',615),
('iPhone XR',256,'Rojo','Stallone','2020/12/16 21:49:39',480),
('iPhone XR',256,'Rojo','Correcto','2020/12/16 21:49:39',470),
('iPhone XR',256,'Rojo','Buen estado','2020/12/16 21:49:39',504),
('iPhone XR',256,'Rojo','Muy bueno','2020/12/16 21:49:39',496),
('iPhone XR',256,'Rojo','Impecable','2020/12/16 21:49:39',NULL),
('iPhone XR',256,'Coral','Stallone','2020/12/16 21:49:51',480),
('iPhone XR',256,'Coral','Correcto','2020/12/16 21:49:51',499),
('iPhone XR',256,'Coral','Buen estado','2020/12/16 21:49:51',589),
('iPhone XR',256,'Coral','Muy bueno','2020/12/16 21:49:51',599),
('iPhone XR',256,'Coral','Impecable','2020/12/16 21:49:51',NULL),
('iPhone XR',256,'Azul','Stallone','2020/12/16 21:50:01',470),
('iPhone XR',256,'Azul','Correcto','2020/12/16 21:50:01',499),
('iPhone XR',256,'Azul','Buen estado','2020/12/16 21:50:01',569),
('iPhone XR',256,'Azul','Muy bueno','2020/12/16 21:50:01',525),
('iPhone XR',256,'Azul','Impecable','2020/12/16 21:50:01',545),
('iPhone XR',256,'Amarillo','Stallone','2020/12/16 21:50:13',NULL),
('iPhone XR',256,'Amarillo','Correcto','2020/12/16 21:50:13',484),
('iPhone XR',256,'Amarillo','Buen estado','2020/12/16 21:50:13',632),
('iPhone XR',256,'Amarillo','Muy bueno','2020/12/16 21:50:13',NULL),
('iPhone XR',256,'Amarillo','Impecable','2020/12/16 21:50:13',NULL),
('iPhone XR',256,'Blanco','Stallone','2020/12/16 21:50:24',NULL),
('iPhone XR',256,'Blanco','Correcto','2020/12/16 21:50:24',490),
('iPhone XR',256,'Blanco','Buen estado','2020/12/16 21:50:24',NULL),
('iPhone XR',256,'Blanco','Muy bueno','2020/12/16 21:50:24',696),
('iPhone XR',256,'Blanco','Impecable','2020/12/16 21:50:24',NULL),
('iPhone XS',64,'Gris','Stallone','2020/12/16 21:50:35',436),
('iPhone XS',64,'Gris','Correcto','2020/12/16 21:50:35',474),
('iPhone XS',64,'Gris','Buen estado','2020/12/16 21:50:35',487),
('iPhone XS',64,'Gris','Muy bueno','2020/12/16 21:50:35',496),
('iPhone XS',64,'Gris','Impecable','2020/12/16 21:50:35',531),
('iPhone XS',64,'Oro','Stallone','2020/12/16 21:50:46',480),
('iPhone XS',64,'Oro','Correcto','2020/12/16 21:50:46',479),
('iPhone XS',64,'Oro','Buen estado','2020/12/16 21:50:46',499),
('iPhone XS',64,'Oro','Muy bueno','2020/12/16 21:50:46',496),
('iPhone XS',64,'Oro','Impecable','2020/12/16 21:50:46',515),
('iPhone XS',64,'Plata','Stallone','2020/12/16 21:50:57',463),
('iPhone XS',64,'Plata','Correcto','2020/12/16 21:50:57',457),
('iPhone XS',64,'Plata','Buen estado','2020/12/16 21:50:57',487),
('iPhone XS',64,'Plata','Muy bueno','2020/12/16 21:50:57',531),
('iPhone XS',64,'Plata','Impecable','2020/12/16 21:50:57',580),
('iPhone XS',256,'Gris','Stallone','2020/12/16 21:51:08',562),
('iPhone XS',256,'Gris','Correcto','2020/12/16 21:51:08',526),
('iPhone XS',256,'Gris','Buen estado','2020/12/16 21:51:08',609),
('iPhone XS',256,'Gris','Muy bueno','2020/12/16 21:51:08',598),
('iPhone XS',256,'Gris','Impecable','2020/12/16 21:51:08',642),
('iPhone XS',256,'Oro','Stallone','2020/12/16 21:51:19',528),
('iPhone XS',256,'Oro','Correcto','2020/12/16 21:51:19',526),
('iPhone XS',256,'Oro','Buen estado','2020/12/16 21:51:19',531),
('iPhone XS',256,'Oro','Muy bueno','2020/12/16 21:51:19',598),
('iPhone XS',256,'Oro','Impecable','2020/12/16 21:51:19',620),
('iPhone XS',256,'Plata','Stallone','2020/12/16 21:51:30',530),
('iPhone XS',256,'Plata','Correcto','2020/12/16 21:51:30',600),
('iPhone XS',256,'Plata','Buen estado','2020/12/16 21:51:30',559),
('iPhone XS',256,'Plata','Muy bueno','2020/12/16 21:51:30',598),
('iPhone XS',256,'Plata','Impecable','2020/12/16 21:51:30',620),
('iPhone 11',64,'Negro','Stallone','2020/12/16 21:51:42',610),
('iPhone 11',64,'Negro','Correcto','2020/12/16 21:51:42',605),
('iPhone 11',64,'Negro','Buen estado','2020/12/16 21:51:42',609),
('iPhone 11',64,'Negro','Muy bueno','2020/12/16 21:51:42',616),
('iPhone 11',64,'Negro','Impecable','2020/12/16 21:51:42',649),
('iPhone 11',64,'Rojo','Stallone','2020/12/16 21:51:53',635),
('iPhone 11',64,'Rojo','Correcto','2020/12/16 21:51:53',570),
('iPhone 11',64,'Rojo','Buen estado','2020/12/16 21:51:53',579),
('iPhone 11',64,'Rojo','Muy bueno','2020/12/16 21:51:53',620),
('iPhone 11',64,'Rojo','Impecable','2020/12/16 21:51:53',627),
('iPhone 11',64,'Amarillo','Stallone','2020/12/16 21:52:05',650),
('iPhone 11',64,'Amarillo','Correcto','2020/12/16 21:52:05',650),
('iPhone 11',64,'Amarillo','Buen estado','2020/12/16 21:52:05',579),
('iPhone 11',64,'Amarillo','Muy bueno','2020/12/16 21:52:05',639),
('iPhone 11',64,'Amarillo','Impecable','2020/12/16 21:52:05',645),
('iPhone 11',64,'Verde','Stallone','2020/12/16 21:52:17',650),
('iPhone 11',64,'Verde','Correcto','2020/12/16 21:52:17',622),
('iPhone 11',64,'Verde','Buen estado','2020/12/16 21:52:17',629),
('iPhone 11',64,'Verde','Muy bueno','2020/12/16 21:52:17',649),
('iPhone 11',64,'Verde','Impecable','2020/12/16 21:52:17',687),
('iPhone 11',64,'Violeta','Stallone','2020/12/16 21:52:29',640),
('iPhone 11',64,'Violeta','Correcto','2020/12/16 21:52:29',649),
('iPhone 11',64,'Violeta','Buen estado','2020/12/16 21:52:29',631),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/16 21:52:29',643),
('iPhone 11',64,'Violeta','Impecable','2020/12/16 21:52:29',641),
('iPhone 11',64,'Blanco','Stallone','2020/12/16 21:52:40',649),
('iPhone 11',64,'Blanco','Correcto','2020/12/16 21:52:40',620),
('iPhone 11',64,'Blanco','Buen estado','2020/12/16 21:52:40',609),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/16 21:52:40',669),
('iPhone 11',64,'Blanco','Impecable','2020/12/16 21:52:40',629),
('iPhone 11',128,'Negro','Stallone','2020/12/16 21:52:51',659),
('iPhone 11',128,'Negro','Correcto','2020/12/16 21:52:51',659),
('iPhone 11',128,'Negro','Buen estado','2020/12/16 21:52:51',698),
('iPhone 11',128,'Negro','Muy bueno','2020/12/16 21:52:51',NULL),
('iPhone 11',128,'Negro','Impecable','2020/12/16 21:52:51',699),
('iPhone 11',128,'Rojo','Stallone','2020/12/16 21:53:03',659),
('iPhone 11',128,'Rojo','Correcto','2020/12/16 21:53:03',630),
('iPhone 11',128,'Rojo','Buen estado','2020/12/16 21:53:03',698),
('iPhone 11',128,'Rojo','Muy bueno','2020/12/16 21:53:03',659),
('iPhone 11',128,'Rojo','Impecable','2020/12/16 21:53:03',725),
('iPhone 11',128,'Amarillo','Stallone','2020/12/16 21:53:14',629),
('iPhone 11',128,'Amarillo','Correcto','2020/12/16 21:53:14',739),
('iPhone 11',128,'Amarillo','Buen estado','2020/12/16 21:53:14',676),
('iPhone 11',128,'Amarillo','Muy bueno','2020/12/16 21:53:14',699),
('iPhone 11',128,'Amarillo','Impecable','2020/12/16 21:53:14',NULL),
('iPhone 11',128,'Verde','Stallone','2020/12/16 21:53:25',NULL),
('iPhone 11',128,'Verde','Correcto','2020/12/16 21:53:25',728),
('iPhone 11',128,'Verde','Buen estado','2020/12/16 21:53:25',698),
('iPhone 11',128,'Verde','Muy bueno','2020/12/16 21:53:25',713),
('iPhone 11',128,'Verde','Impecable','2020/12/16 21:53:25',731),
('iPhone 11',64,'Violeta','Stallone','2020/12/16 21:53:37',640),
('iPhone 11',64,'Violeta','Correcto','2020/12/16 21:53:37',649),
('iPhone 11',64,'Violeta','Buen estado','2020/12/16 21:53:37',631),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/16 21:53:37',643),
('iPhone 11',64,'Violeta','Impecable','2020/12/16 21:53:37',641),
('iPhone 11',64,'Blanco','Stallone','2020/12/16 21:53:48',649),
('iPhone 11',64,'Blanco','Correcto','2020/12/16 21:53:48',620),
('iPhone 11',64,'Blanco','Buen estado','2020/12/16 21:53:48',609),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/16 21:53:48',669),
('iPhone 11',64,'Blanco','Impecable','2020/12/16 21:53:48',629),
('iPhone XR',64,'Negro','Stallone','2020/12/16 22:47:11',424),
('iPhone XR',64,'Negro','Correcto','2020/12/16 22:47:11',429),
('iPhone XR',64,'Negro','Buen estado','2020/12/16 22:47:11',453),
('iPhone XR',64,'Negro','Muy bueno','2020/12/16 22:47:11',465),
('iPhone XR',64,'Negro','Impecable','2020/12/16 22:47:11',554),
('iPhone XR',64,'Rojo','Stallone','2020/12/16 22:47:22',425),
('iPhone XR',64,'Rojo','Correcto','2020/12/16 22:47:22',429),
('iPhone XR',64,'Rojo','Buen estado','2020/12/16 22:47:22',454),
('iPhone XR',64,'Rojo','Muy bueno','2020/12/16 22:47:22',439),
('iPhone XR',64,'Rojo','Impecable','2020/12/16 22:47:22',497),
('iPhone XR',64,'Coral','Stallone','2020/12/16 22:47:33',431),
('iPhone XR',64,'Coral','Correcto','2020/12/16 22:47:33',429),
('iPhone XR',64,'Coral','Buen estado','2020/12/16 22:47:33',441),
('iPhone XR',64,'Coral','Muy bueno','2020/12/16 22:47:33',447),
('iPhone XR',64,'Coral','Impecable','2020/12/16 22:47:33',479),
('iPhone XR',64,'Azul','Stallone','2020/12/16 22:47:44',434),
('iPhone XR',64,'Azul','Correcto','2020/12/16 22:47:44',421),
('iPhone XR',64,'Azul','Buen estado','2020/12/16 22:47:44',449),
('iPhone XR',64,'Azul','Muy bueno','2020/12/16 22:47:44',439),
('iPhone XR',64,'Azul','Impecable','2020/12/16 22:47:44',470),
('iPhone XR',64,'Amarillo','Stallone','2020/12/16 22:47:56',464),
('iPhone XR',64,'Amarillo','Correcto','2020/12/16 22:47:56',509),
('iPhone XR',64,'Amarillo','Buen estado','2020/12/16 22:47:56',446),
('iPhone XR',64,'Amarillo','Muy bueno','2020/12/16 22:47:56',457),
('iPhone XR',64,'Amarillo','Impecable','2020/12/16 22:47:56',499),
('iPhone XR',64,'Blanco','Stallone','2020/12/16 22:48:08',439),
('iPhone XR',64,'Blanco','Correcto','2020/12/16 22:48:08',439),
('iPhone XR',64,'Blanco','Buen estado','2020/12/16 22:48:08',462),
('iPhone XR',64,'Blanco','Muy bueno','2020/12/16 22:48:08',472),
('iPhone XR',64,'Blanco','Impecable','2020/12/16 22:48:08',520),
('iPhone XR',128,'Negro','Stallone','2020/12/16 22:48:20',482),
('iPhone XR',128,'Negro','Correcto','2020/12/16 22:48:20',486),
('iPhone XR',128,'Negro','Buen estado','2020/12/16 22:48:20',507),
('iPhone XR',128,'Negro','Muy bueno','2020/12/16 22:48:20',499),
('iPhone XR',128,'Negro','Impecable','2020/12/16 22:48:20',567),
('iPhone XR',128,'Rojo','Stallone','2020/12/16 22:48:31',NULL),
('iPhone XR',128,'Rojo','Correcto','2020/12/16 22:48:31',486),
('iPhone XR',128,'Rojo','Buen estado','2020/12/16 22:48:31',464),
('iPhone XR',128,'Rojo','Muy bueno','2020/12/16 22:48:31',496),
('iPhone XR',128,'Rojo','Impecable','2020/12/16 22:48:31',500),
('iPhone XR',128,'Coral','Stallone','2020/12/16 22:48:43',469),
('iPhone XR',128,'Coral','Correcto','2020/12/16 22:48:43',488),
('iPhone XR',128,'Coral','Buen estado','2020/12/16 22:48:43',489),
('iPhone XR',128,'Coral','Muy bueno','2020/12/16 22:48:43',536),
('iPhone XR',128,'Coral','Impecable','2020/12/16 22:48:43',500),
('iPhone XR',128,'Azul','Stallone','2020/12/16 22:48:54',478),
('iPhone XR',128,'Azul','Correcto','2020/12/16 22:48:54',486),
('iPhone XR',128,'Azul','Buen estado','2020/12/16 22:48:54',491),
('iPhone XR',128,'Azul','Muy bueno','2020/12/16 22:48:54',529),
('iPhone XR',128,'Azul','Impecable','2020/12/16 22:48:54',500),
('iPhone XR',128,'Amarillo','Stallone','2020/12/16 22:49:05',544),
('iPhone XR',128,'Amarillo','Correcto','2020/12/16 22:49:05',486),
('iPhone XR',128,'Amarillo','Buen estado','2020/12/16 22:49:05',499),
('iPhone XR',128,'Amarillo','Muy bueno','2020/12/16 22:49:05',NULL),
('iPhone XR',128,'Amarillo','Impecable','2020/12/16 22:49:05',500),
('iPhone XR',128,'Blanco','Stallone','2020/12/16 22:49:16',474),
('iPhone XR',128,'Blanco','Correcto','2020/12/16 22:49:16',466),
